cid,url,catalog_year,course_id,title,credits,attempts,department,Description,Prerequisite(s),Schedule Type,Hours of Lecture or Seminar per week,Hours of Lab or Studio per week,When Offered,Notes,Grading,Corequisite(s)
IT990,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=304906,2016-2017,IT 990,Dissertation Topic Presentation,1,Not Repeatable for Credit,Information Sciences and Technology,"ÊStudents put together a professional presentation of a research proposal and present it for critique to fellow students and interested faculty. May be repeated with change of research topic, but credit toward doctoral degree is given once.Equivalent to CS 990, STAT 990","Completion of all course requirements for PhD, or permission of instructor.",LEC,1,0,,"May be repeated with change in topic, but degree credit is given only once.",Graduate Special,
IT991,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=304907,2016-2017,IT 991,Engineer Project Presentation,1,Repeatable within Degree for Credit,Information Sciences and Technology,"ÊOpportunity for engineer degree students to present project proposal for critique to interested faculty and students. Covers presentation of project topic for engineer degree in information technology, and is required of all engineer degree students. Students complete project proposal.","Completion of all course requirements for engineer degree in information technology, or permission of instructor.",LEC,1,0,,"May be repeated with change in topic, but degree credit is only given once.",Graduate Special,
IT996,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=304908,2016-2017,IT 996,Engineer Project Proposal,6-Jan,Repeatable within Degree for Credit,Information Sciences and Technology,ÊWork on project proposal that forms basis for dissertation for engineer degree.,Completion of all course requirements for the Engineer degree in Information Technology and permission of Project Director. Students must submit a Project Proegree Report form to the Graduate Student Service Office.,IND,1,0,,May be repeated. No more than 12 credits of IT 996 and 997 may be applied to engineer degree requirements.,Satisfactory/No Credit,
IT997,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=304909,2016-2017,IT 997,Engineer Project Dissertation,6-Jan,Repeatable within Degree for Credit,Information Sciences and Technology,ÊFormal record of commitment to engineer project dissertation under direction of advisory committee in information technology.,Admission to candidacy.,IND,1,0,,May be repeated as needed.,Satisfactory/No Credit,
IT998,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=304910,2016-2017,IT 998,Doctoral Dissertation Proposal,12-Jan,Repeatable within Degree for Credit,Information Sciences and Technology,ÊWork on research proposal that forms basis for doctoral dissertation.,,IND,0,0,,May be repeated. No more than 24 credits of IT 998 and 999 may be applied to doctoral degree requirements.,Satisfactory/No Credit,
IT999,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=304911,2016-2017,IT 999,Doctoral Dissertation,12-Jan,Repeatable within Degree for Credit,Information Sciences and Technology,ÊFormal record of commitment to doctoral dissertation research under direction of faculty member in information technology.,Admission to candidacy.,IND,0,0,,May be repeated as needed.,Satisfactory/No Credit,
ITAL101,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=304912,2016-2017,ITAL 101,Elementary Italian I,3,Not Repeatable for Credit,Modern and Classical Languages,".Designed for students with no prior knowledge of Italian. Includes elements of grammar, vocabulary, oral skills, listening comprehension, and reading.",,LEC,3,0,,Students may not receive credit for ITAL 101 and ITAL 110.,,
ITAL102,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=304913,2016-2017,ITAL 102,Elementary Italian II,3,Not Repeatable for Credit,Modern and Classical Languages,.Continuation of ITAL 101.,ITAL 101 or permission of instructor.,LEC,3,0,,Students may not receive credit for ITAL 102 and ITAL 110.,,
ITAL110,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=304914,2016-2017,ITAL 110,Elementary Italian,6,Not Repeatable for Credit,Modern and Classical Languages,".Introduces elements of grammar, vocabulary, oral skills, listening comprehension, and reading.",,LEC,6,0,,Students may not receive credit for ITAL 110 and ITAL 101 or 102.,,
ITAL201,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=304915,2016-2017,ITAL 201,Intermediate Italian I,3,Not Repeatable for Credit,Modern and Classical Languages,".Further development of skills in listening, speaking, and writing.",ITAL 102 or permission of department.,LEC,3,0,,ITAL 201 and 202 must be taken in sequence. Students may not receive credit for ITAL 201 and ITAL 210.,,
ITAL202,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=304916,2016-2017,ITAL 202,Intermediate Italian II,3,Not Repeatable for Credit,Modern and Classical Languages,".Application of language skills to reading, composition, and discussion.",ITAL 201 or permission of department.,LEC,3,1,,Students may not receive credit for ITAL 202 and ITAL 210.,,
ITAL210,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=304917,2016-2017,ITAL 210,Intermediate Italian,3,Not Repeatable for Credit,Modern and Classical Languages,".Continuation of the development of basic components of the language, with focus on listening, speaking, reading, and writing skills. Introduces students to the cultures and histories of Italian-speaking regions.",ITAL 110 or appropriate placement score.,LEC,3,0,,Students may not receive credit for ITAL 210 and ITAL 201 or 202.,,
ITAL250,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=304918,2016-2017,ITAL 250,Gateway to Advanced Italian,3,Not Repeatable for Credit,Modern and Classical Languages,".Development of advanced intermediate-level proficiency with a primary focus on seven major communicative functions: describing, comparing, recommending and expressing opinions, recounting the past, expressing likes and dislikes, hypothesizing, and talking about the future. Examination of authentic materials from various Italian-speaking regions.",ITAL 210; appropriate placement score; or permission of department.,LEC,3,0,,Taught in Italian.,,
ITAL320,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=307973,2016-2017,ITAL 320,Topics in Italian Film and Literature,3,Not Repeatable for Credit,Modern and Classical Languages,".Explores Italian history through the lens of literary and cinematic movements from 1911 onwards. Compares the representations of historical movements in different artistic languages, from poetry and prose to the moving image. Topics include neorealism, Fascism, the Resistance, the Mafia and others.Fulfills Mason Core requirement in literature.","ENGH   101, or equivalent.",LEC,3,0,,Taught in English.,,
ITAL325,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=304919,2016-2017,ITAL 325,Major Italian Writers,3,Repeatable within Degree for Credit,Modern and Classical Languages,.Works of major Italian or Italian-American authors in translation. Writers to be studied vary.Fulfills Mason Core requirement in literature.,ENGL 101/ENGH 101 or equivalent; or permission of instructor.,LEC,3,0,,Taught in English. May be repeated for a maximum of 6 credits when topic is different.,,
ITAL330,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=304920,2016-2017,ITAL 330,Advanced Italian: Language and Culture I,3,Repeatable within Degree for Credit,Modern and Classical Languages,".Develops linguistic and critical proficiency in Italian language and culture for students who have completed intermediate studies in Italian. Analyzes authentic texts that reveal the diversity of Italian experience in regional, national and international contexts. Fosters advanced reading, writing, speaking, and listening skills that will enable students to understand and to critique Italian with greater ease and sophistication.",ITAL 250; appropriate placement score; or permission of instructor.,LEC,3,0,,Taught in Italian. May be repeated for a maximum of 6 credits when topic is different.,,
ITAL331,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=307626,2016-2017,ITAL 331,Advanced Italian Language and Culture II,3,Repeatable within Degree for Credit,Modern and Classical Languages,".An advanced course that emphasizes linguistic fluency and cultural awareness in contemporary Italian realities. Highlights changes in the domestic, regional, and national spheres.",ITAL 330; placement score or permission of the instructor.,LEC,3,0,,Taught in Italian. May be repeated for a maximum of 6 credits when topic is different.,,
ITAL340,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=307972,2016-2017,ITAL 340,Italian through Arts,3,Repeatable within Degree for Credit,Modern and Classical Languages,".Develops linguistic proficiency and historical and cultural awareness through the study of a thematic selection of films. Fosters advanced reading, writing, speaking, and listening skills, incorporating advanced-level grammar and vocabulary in a content-based approach.","ITAL 250, appropriate placement score, or permission of instructor.",LEC,3,0,,Taught in Italian. May be repeated for a maximum of 6 credits when topic is different.,,
